certificate_number,record_id,certificate_type,issue_date,issuing_office,valid_until,observed_at,source_system
XS-CRA-CERT-000649,CSR-00649,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000650,CSR-00650,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000651,CSR-00651,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000652,CSR-00652,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000653,CSR-00653,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000654,CSR-00654,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000655,CSR-00655,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000656,CSR-00656,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000657,CSR-00657,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000658,CSR-00658,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000659,CSR-00659,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000660,CSR-00660,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000661,CSR-00661,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000662,CSR-00662,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000663,CSR-00663,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000664,CSR-00664,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000665,CSR-00665,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000666,CSR-00666,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000667,CSR-00667,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000668,CSR-00668,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000669,CSR-00669,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000670,CSR-00670,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000671,CSR-00671,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000672,CSR-00672,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000673,CSR-00673,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000674,CSR-00674,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000675,CSR-00675,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000676,CSR-00676,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000677,CSR-00677,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000678,CSR-00678,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000679,CSR-00679,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000680,CSR-00680,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000681,CSR-00681,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000682,CSR-00682,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000683,CSR-00683,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000684,CSR-00684,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000685,CSR-00685,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000686,CSR-00686,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000687,CSR-00687,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000688,CSR-00688,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000689,CSR-00689,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000690,CSR-00690,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000691,CSR-00691,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000692,CSR-00692,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000693,CSR-00693,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000694,CSR-00694,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000696,CSR-00696,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000697,CSR-00697,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000698,CSR-00698,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000699,CSR-00699,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000700,CSR-00700,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000701,CSR-00701,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000702,CSR-00702,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000703,CSR-00703,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000704,CSR-00704,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000705,CSR-00705,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000706,CSR-00706,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000707,CSR-00707,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000708,CSR-00708,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000709,CSR-00709,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000710,CSR-00710,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000711,CSR-00711,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000712,CSR-00712,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000713,CSR-00713,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000714,CSR-00714,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000715,CSR-00715,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000716,CSR-00716,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000717,CSR-00717,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000718,CSR-00718,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000719,CSR-00719,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000720,CSR-00720,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000721,CSR-00721,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000722,CSR-00722,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000723,CSR-00723,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000724,CSR-00724,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000725,CSR-00725,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000726,CSR-00726,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000727,CSR-00727,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000728,CSR-00728,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000729,CSR-00729,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000730,CSR-00730,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000731,CSR-00731,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000732,CSR-00732,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000733,CSR-00733,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000734,CSR-00734,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000735,CSR-00735,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000736,CSR-00736,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000737,CSR-00737,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000738,CSR-00738,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000739,CSR-00739,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000741,CSR-00741,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000742,CSR-00742,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000743,CSR-00743,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000744,CSR-00744,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000745,CSR-00745,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000746,CSR-00746,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000747,CSR-00747,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000748,CSR-00748,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000749,CSR-00749,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000750,CSR-00750,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000751,CSR-00751,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000752,CSR-00752,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000753,CSR-00753,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000754,CSR-00754,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000755,CSR-00755,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000756,CSR-00756,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000757,CSR-00757,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000758,CSR-00758,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000759,CSR-00759,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000760,CSR-00760,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000761,CSR-00761,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000762,CSR-00762,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000763,CSR-00763,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000764,CSR-00764,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000765,CSR-00765,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000766,CSR-00766,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000767,CSR-00767,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000768,CSR-00768,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000769,CSR-00769,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000770,CSR-00770,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000771,CSR-00771,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000772,CSR-00772,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000773,CSR-00773,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000774,CSR-00774,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000775,CSR-00775,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000776,CSR-00776,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000777,CSR-00777,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000778,CSR-00778,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000779,CSR-00779,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000780,CSR-00780,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000781,CSR-00781,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000782,CSR-00782,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000783,CSR-00783,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000784,CSR-00784,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000785,CSR-00785,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000786,CSR-00786,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000787,CSR-00787,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000788,CSR-00788,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000789,CSR-00789,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000790,CSR-00790,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000791,CSR-00791,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000792,CSR-00792,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000793,CSR-00793,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000794,CSR-00794,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000795,CSR-00795,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000796,CSR-00796,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000797,CSR-00797,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000798,CSR-00798,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000799,CSR-00799,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000800,CSR-00800,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000801,CSR-00801,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000802,CSR-00802,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000803,CSR-00803,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000804,CSR-00804,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000805,CSR-00805,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000806,CSR-00806,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000807,CSR-00807,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000808,CSR-00808,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000809,CSR-00809,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000811,CSR-00811,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000812,CSR-00812,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000813,CSR-00813,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000814,CSR-00814,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000815,CSR-00815,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000816,CSR-00816,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000817,CSR-00817,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000818,CSR-00818,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000819,CSR-00819,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000820,CSR-00820,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000821,CSR-00821,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000822,CSR-00822,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000823,CSR-00823,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000824,CSR-00824,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000826,CSR-00826,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000827,CSR-00827,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000828,CSR-00828,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000829,CSR-00829,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000830,CSR-00830,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000831,CSR-00831,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000832,CSR-00832,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000833,CSR-00833,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000834,CSR-00834,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000835,CSR-00835,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000836,CSR-00836,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000837,CSR-00837,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000838,CSR-00838,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000839,CSR-00839,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000840,CSR-00840,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000841,CSR-00841,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000842,CSR-00842,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000843,CSR-00843,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000844,CSR-00844,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000845,CSR-00845,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000846,CSR-00846,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000847,CSR-00847,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000848,CSR-00848,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000849,CSR-00849,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000850,CSR-00850,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000851,CSR-00851,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000852,CSR-00852,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000853,CSR-00853,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000854,CSR-00854,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000855,CSR-00855,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000856,CSR-00856,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000857,CSR-00857,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000858,CSR-00858,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000859,CSR-00859,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000860,CSR-00860,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000861,CSR-00861,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000862,CSR-00862,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000863,CSR-00863,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000864,CSR-00864,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000865,CSR-00865,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000866,CSR-00866,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
